Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Output_1,Output_2,Output_3,Output_4,Output_5
-0.0905941081497199,-0.0105856885309787,-0.0263407619397061,-0.0219171044173513,-0.0586476900924854,-0.0065235023239204,-0.0411750478936007,-0.0135205039401529,-0.0138202656710343,-0.0171624036681776,-0.0254505299212119,-0.0158942373291787,-0.0138741369524097,-0.0132908649634451,-0.00403241714892,-0.0125454314493426,-0.006549143840501,-0.0162622361134095,-0.0069412736138526,-0.141220760072899,-0.0122390836887977,-0.0270507628292385,-0.017902883257826,-0.0177123917700266,-0.0050923697348496,0.0096451241598837,0.0066941479284607,0.007826256093303,0.0064491616162727,0.0272751490694931,0.0036978434031422,0.0246556212790288,0.0060132810927451,0.0096787067758393,0.0070773627599001,0.0119355246569816,0.010778302549105,0.0017092231370148,0.0082538228120799,0.0024851348192654,0.0094693752547579,0.0023137151738576,0.0025019889525081,0.0045742968000289,0.0997626571625118,0.0087066928765676,0.0062518782231658,0.0063103435504686,0.0023002387369078,0.0036612502539445,0.0274815581590656,0.0526312973536577,0.0213428388224864,0.135452525357579,0.0226741138617054
-0.0906642676018523,-0.0118091326556455,-0.0264846426997266,-0.0216405032855803,-0.0551539627087138,-0.006533694898205,-0.0649530633600438,-0.0137660652552039,-0.0143957555134611,-0.0171926234723285,-0.0252806357243114,-0.0157338644801539,-0.0331682813467314,-0.0133576224427638,-0.004027437276247,-0.012689893746783,-0.0065814597175723,-0.0168303057398301,-0.0133343381539652,-0.151279022563749,-0.0120690611792014,-0.0399679391991997,-0.0171693580000725,-0.0156807268725323,-0.0050275302856186,0.017205555507414,0.0057042139130093,0.0116716515683559,0.0077312597851751,0.0343068324535927,0.0040616246274226,0.0405228127290056,0.0080094311160326,0.0041924167646952,0.0018544376578078,0.0045916746397869,0.0073777645550246,0.0230671714358951,0.0092582316372078,0.0021800757031294,0.0032932575801882,0.0016724611078298,0.0122193089026634,0.0038028368543465,0.0885677158417525,0.0044476951609804,0.018698188763039,0.005387416027481,0.0092700013323463,0.0029209030794541,0.0400766284886508,0.0732540836078321,0.0226440597239627,0.140353244293193,0.0093667551365701
-0.0905865626995475,-0.012954917625388,-0.026448740200018,-0.0209080674931103,-0.0533359197793266,-0.0091336398512282,-0.0750566394284801,-0.0143764333521977,-0.0136013486011233,-0.0172439895523074,-0.0254192971073526,-0.0157205352357903,-0.0231148072617736,-0.0135266368655926,-0.004035169905277,-0.0132052526942448,-0.0065858262935695,-0.021434829320216,-0.0145100708958872,-0.130754668948204,-0.0112717787599223,-0.0384195170365782,-0.0133128094731369,-0.0157017907543522,-0.0049046546245616,0.0583632326940871,0.0077010704051161,0.0147058736224688,0.0035980856858404,0.0216619701018929,0.0065848444891283,0.0247959826140647,0.0106053417177877,0.0060854773147835,0.0066056622957181,0.0154098733441071,0.0012510819969485,0.011063688866,0.0061535411777821,0.0023431355405314,0.0023186527051962,0.0046006629233002,0.0139892477083144,0.0092515850564874,0.0586744404145209,0.0069346613695909,0.0185880858002448,0.0086787135967424,0.0080643844292686,0.002392770652438,0.0435594729175977,0.0588044365668151,0.0197129404523908,0.115785721889886,0.0244083113653699
-0.0904010554872048,-0.0114829666972,-0.0265404924761585,-0.0177840409279921,-0.0827179872515848,-0.0075674306707831,-0.0793885975176745,-0.0146820899694502,-0.0129918852547168,-0.0188862163983367,-0.0254439377161812,-0.0156557104692384,-0.0255497168428195,-0.0140715811957639,-0.0039622151922666,-0.0142578559344804,-0.0065223566878991,-0.0165142617637324,-0.0144786951259049,-0.0793510424849739,-0.0122830667426634,-0.0368034460428612,-0.0087173261080442,-0.0157843434316136,-0.0076526903880742,0.0379436730270134,0.008343221588861,0.010719439253642,0.0085532759703906,0.0259293403129758,0.0027387190953652,0.0361617932499078,0.0092507968511161,0.007772194969734,0.0070639467951745,0.008210164646849,0.0111530998125379,0.0029019036500895,0.0102535677030221,0.0014373485848458,0.0091715798790702,0.0028607022475842,0.0078637939013654,0.0067694665480848,0.0220856287826414,0.0038554216028174,0.011920239965156,0.0059182486220285,0.0016754456180682,0.0003724533073712,0.035442776200971,0.0683318593097067,0.0231150170682703,0.065986757527846,0.0156463252205386
-0.0961130931428594,-0.0176284052508734,-0.0264801354721116,-0.0176186450104707,-0.0809313893599406,-0.0075591276403388,-0.067083290845214,-0.0147635431702938,-0.0135131806529124,-0.0173985767387034,-0.0254578335182889,-0.016637384960314,-0.0627413394516996,-0.015996384592655,-0.0039101653966226,-0.0142253914482883,-0.0065683533671981,-0.0150444064991279,-0.0144393466532354,-0.0529281349438824,-0.0149222414185989,-0.0363471793009874,-0.0047890363336127,-0.0158224812861008,-0.0120410212032206,0.0289904083188327,0.0059969848318719,0.0084535376286198,0.0102783301391148,0.0543842022502325,0.0044133892077942,0.0499202396810151,0.0068980000608407,0.0096493970781646,0.0108023170064362,0.0069134465217756,0.0118916827837396,0.0177857337110625,0.0077642236418582,0.0015793212008809,0.0106217751670627,0.0043062780869406,0.0039859162272198,0.0096598060002568,0.0241206380315422,0.0082456767449699,0.0230205093420672,0.0022082787548212,0.0067234873534629,0.0013047637205681,0.0455979382178547,0.0921835100675659,0.0279224738721288,0.0843088448060031,0.0190201453788973
-0.0965445902737016,-0.0214137448438912,-0.0176863123038775,-0.0156733322510889,-0.0799290159065686,-0.0074620620965615,-0.0687920768579438,-0.0146387129644097,-0.0132579885158713,-0.0165157150568941,-0.0255217714067855,-0.0120150297576469,-0.0530168773680878,-0.0197201068967139,-0.0038670300855138,-0.0145738824015951,-0.0060702031820277,-0.0157916861937508,-0.0094861225033459,-0.0490857912930797,-0.0153886169805445,-0.0365712209862564,-0.0054399866927011,-0.0156995505173016,-0.0118500288713898,0.0517608546242755,0.005749589442465,0.0107495617439672,0.0065802973971038,0.0138890365349294,0.0050150265801919,0.0131563775996177,0.0042449686023661,0.009344493271077,0.0038367603446908,0.0178937516891009,0.003437543646233,0.0146084096451929,0.0142449947533161,0.0026189863647892,0.008863230793498,0.001831097556433,0.0093664321642779,0.0046425362842296,0.0341822199849461,0.0055597766358377,0.0242974226761707,0.0036894290246681,0.0034529656205766,0.0015212116871697,0.0371738251156439,0.0398594539779509,0.0206038044677956,0.0906054524567634,0.0232517268523326
-0.0959724019549473,-0.0227244936469279,-0.0166670914621596,-0.0055397761997401,-0.0782034371530938,-0.0076446594316632,-0.0700669178038982,-0.014529730051569,-0.013076921285574,-0.0165104069462588,-0.025373540238162,-0.0112255884397488,-0.0665038459454456,-0.0211267943984507,-0.003758159209177,-0.0168198443328541,-0.0059027741885524,-0.029272972409084,-0.0078732696495881,-0.0491023988482658,-0.0153289081918001,-0.0540314335171027,-0.0043909702458049,-0.0412657063295288,-0.0118403367022524,0.0153704896255404,0.0086171850493654,0.0047623638737869,0.0015752200928031,0.0324935973265626,0.0021261444433772,0.0214441277690592,0.0056834767515153,0.0020322712752703,0.0108916900364615,0.0142791263287998,0.007004824399373,0.031650101631966,0.0052995494130967,0.0022525680845707,0.0062249073790892,0.0020220568353234,0.0160193302874483,0.0011202760534186,0.0125742343339418,0.0100745539441787,0.0268282183031906,0.0018496801249026,0.0251693710622363,0.0050248809181214,0.0514060113767708,0.0466449261542705,0.0252385057866567,0.0754684043750815,0.0301956686249976
-0.0901001161216955,-0.0199827232814991,-0.0153254106774946,-0.0034141366127829,-0.0780205237176239,-0.0092083728825324,-0.0521534851273903,-0.0146894102818038,-0.0130608835936717,-0.0132775804461929,-0.0250231045641883,-0.0095932801967962,-0.048935825063929,-0.0177354411781721,-0.004669800162152,-0.0145657312743654,-0.0064592251309584,-0.0393296316043601,-0.0068937714655105,-0.0479599394662888,-0.015294298567022,-0.0607097830098984,-0.0050636096802684,-0.0705767120604091,-0.0112611657851786,0.0504226806536078,0.0046917695862649,0.0063501840838362,0.0017703324890928,0.0571842743242796,0.0027320441200631,0.0287960416575916,0.0055965054578286,0.0077000520199979,0.0065847296817087,0.0135418599725464,0.007168777550428,0.0143457031299071,0.011716924419159,0.0038089978620699,0.0052790334861806,0.002606317093548,0.022274050069978,0.0035269401850171,0.028910859997887,0.0111889048843893,0.0410646755767961,0.0008104917857765,0.0301972455621036,0.0075412011500685,0.063552769853053,0.0677168261072447,0.0323690363459581,0.107643477770571,0.0276676655797892
-0.0899471255035797,-0.0145281836285913,-0.0157078825987375,-0.0019781497002388,-0.0789064937921741,-0.0075864266837712,-0.0415787071648303,-0.0147083103518103,-0.0138882340726625,-0.0094149294343481,-0.0249387603790151,-0.0089348930602828,-0.0677569921742838,-0.0176012471075208,-0.0146304480286366,-0.0137390559914203,-0.0074435594720921,-0.0389028296809249,-0.0064345838150089,-0.0498944059844546,-0.0153783024989667,-0.0444005988960012,-0.0039815198020307,-0.07693246249526,-0.0071367118625162,0.06069166107068,0.0067422496521627,0.0046141175240507,0.0018990821604159,0.0553793365456604,0.004952684791765,0.0091249878404569,0.0074202828895306,0.0092727120992504,0.0050326955246508,0.013963022476025,0.002579433143442,0.0263762133669358,0.0064643177096273,0.0011103990136664,0.0071436651135506,0.0017076900827209,0.0214230685029883,0.0010367115285381,0.0086174065810816,0.0011284877538702,0.0166590512084841,0.0027932838232048,0.0223290559578139,0.0043556666287603,0.0624063111738686,0.051564729250666,0.0138502886017793,0.0677739424179113,0.02335147088761
-0.089794134885464,-0.0133173578880528,-0.015585984982527,-0.0020437869187101,-0.0834318112679583,-0.007602484378988,-0.0317982461337659,-0.0148804774299552,-0.0077133320487894,-0.0130897959831915,-0.0252836232972365,-0.0408460598070782,-0.0498444817873908,-0.0176836682744422,-0.0147737501020889,-0.0193356139972614,-0.007446664214169,-0.039379561449129,-0.0072603360870914,-0.0550102267749938,-0.0371035904608514,-0.0413216644264579,-0.0047301976794805,-0.0771647938350651,-0.0059119929838722,0.0480291863879785,0.0085980668078306,0.0052531462664427,0.0006869079261234,0.0304971242859143,0.0031196681285928,0.0244644071392691,0.0076673536311776,0.0052820080924401,0.0080711456746316,0.0137474475577359,0.0158833351512152,0.0373714895665213,0.0092579569822741,0.0100062081137568,0.0046580898291711,0.0050182976146793,0.0125781989898176,0.0022531345652437,0.034839463766512,0.0181390614411492,0.0174710530268803,0.0023938660863813,0.0131794166846464,0.0035891189003887,0.051648790346749,0.0553428431273058,0.031743861200222,0.109109866968458,0.0254076146093996
